1.000000000000000000e+5 4.751005177067773268e+285 4.751005177067773268e+285 4.751005177067773268e+285 4.751005177067773268e+285
1.000000000000000000e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
1.176811952434998000e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
1.384886371393873250e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
1.629750834620643500e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
1.917910261672488750e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
2.257019719633919000e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
2.656087782946687000e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
3.125715849688235500e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
3.678379771828634500e+15 4.751005177067773268e+285 inf 9.502010354135545479e+285 9.502010354135545479e+285
4.328761281083057500e+15 1.136194639193458080e+09 inf 4.485748542146489143e+09 1.521600665050762892e+09
5.094138014816381000e+15 5.320105529641190171e+08 inf 1.005827964048098207e+09 1.129361392853417158e+09
5.994842503189409000e+15 2.406679554009817541e+08 inf 3.352768070016793013e+08 8.528840829293904305e+08
7.054802310718645000e+15 1.118376603622837365e+08 inf 1.348367242531819940e+08 6.556711978767982721e+08
8.302175681319744000e+15 5.491048799544575810e+07 inf 6.147675446191652864e+07 5.141001519078474045e+08
9.770099572992246000e+15 3.032054148265101016e+07 inf 3.273307487314035743e+07 4.113868676215352416e+08
1.149756995397735600e+16 1.870809967249205336e+07 inf 1.981233324945539609e+07 3.356636792323732972e+08
1.353047774579806800e+16 1.260884075837110728e+07 inf 1.320496203475008532e+07 2.793043464710195065e+08
1.592282793341092200e+16 8.983728537324452773e+06 inf 9.337992647735169157e+06 2.368007048005128205e+08
1.873817422860384000e+16 6.577186646571607329e+06 inf 6.796368514427559450e+06 2.039447180350256562e+08
2.205130739903045600e+16 4.830089777591268532e+06 inf 4.964276007211806253e+06 1.786912029899191856e+08
2.595024211399736000e+16 3.523531946891909465e+06 4.373072984948392090e+12 3.603702262677967548e+06 1.583905443271344006e+08
3.053855508833415600e+16 2.540613449998097494e+06 1.422401660658099670e+11 2.586933441186624579e+06 1.420328576290487647e+08
3.593813663804628000e+16 1.831078313496508636e+06 2.127314851461878967e+10 1.857729084219627315e+06 1.284083072441686094e+08
4.229242874389498400e+16 1.335221434054329293e+06 5.502348308410079002e+09 1.351001590962619055e+06 1.167388823490275741e+08
4.977023564332108800e+16 9.924539774049713742e+05 1.834136192181221485e+09 1.002325440919675748e+06 1.066299516649823040e+08
5.857020818056664000e+16 7.540243973112899112e+05 7.035421364380785227e+08 7.607201800981163979e+05 9.754336593634276092e+07
6.892612104349695200e+16 5.873159695540734101e+05 3.086399013235536218e+08 5.923352574200675590e+05 8.938256265809197724e+07
8.111308307896868800e+16 4.711490989111139788e+05 1.553298284623776078e+08 4.753254918104435201e+05 8.189385201074902713e+07
9.545484566618337600e+16 3.904468895698974375e+05 8.699237992815788090e+07 3.942693302883516881e+05 7.498916838003583252e+07
1.123324032978027680e+17 3.351207687680026866e+05 5.313719742329118401e+07 3.389149237581980415e+05 6.855569482842168212e+07
1.321941148466028800e+17 2.983758677540858043e+05 3.489365499490284175e+07 3.024074866494819289e+05 6.241211204652886838e+07
1.555676143930472320e+17 2.747109043808338465e+05 2.420676917686641216e+07 2.792416613208024064e+05 5.633128193965540826e+07
1.830738280295367680e+17 2.605741848272657953e+05 1.730080066937584803e+07 2.659634501806464395e+05 5.009321709483344108e+07
2.154434690031882240e+17 2.532598738953305874e+05 1.248421639394673146e+07 2.600539404245355981e+05 4.337236048855889589e+07
2.535364493970111360e+17 2.503364817125810659e+05 8.960044467226814479e+06 2.593783968061717169e+05 3.617193350302014500e+07
2.983647240283337600e+17 2.484340941741405695e+05 6.417140677107766271e+06 2.607682495690938085e+05 2.893762919495683536e+07
3.511191734215130880e+17 2.441052645169440075e+05 4.623352129381932318e+06 2.607502049018085236e+05 2.211802864199325815e+07
4.132012400115334400e+17 2.343996173044197494e+05 3.372847142123863567e+06 2.558011193185814482e+05 1.654366121985450387e+07
4.862601580065352960e+17 2.176995938869335514e+05 2.501904219693144783e+06 2.431955007247547910e+05 1.221417344896433875e+07
5.722367659350213760e+17 1.954617048305316421e+05 1.896021515081544407e+06 2.232886329538305872e+05 9.077443347886791453e+06
6.734150657750821120e+17 1.716118963071194885e+05 1.472648332759279292e+06 1.999180489162493905e+05 6.849150943951166235e+06
7.924828983539169280e+17 1.494337334414583456e+05 1.174041046217275551e+06 1.769846197770959407e+05 5.264211302894673310e+06
9.326033468832198400e+17 1.305932499744440138e+05 9.619955751207510475e+05 1.568658907110479195e+05 4.115469781391141471e+06
1.097498765493055744e+18 1.151807593064819812e+05 8.124695865215136437e+05 1.400582892470973311e+05 3.212274678618546110e+06
1.291549665014884096e+18 1.024287834235123591e+05 7.066793115636153379e+05 1.259900476309479709e+05 2.435004352464643307e+06
1.519911082952933120e+18 9.096650468527556222e+04 6.319207770629337756e+05 1.133462519827518263e+05 1.700516236744489288e+06
1.788649529057435136e+18 7.898416563003165356e+04 5.787984685170103330e+05 1.000370094084323646e+05 1.067522961309866514e+06
2.104904144512019456e+18 6.501978035005333368e+04 5.413887183221207233e+05 8.376673345358854567e+04 6.269906457453465555e+05
2.477076355991708672e+18 4.953307564065770566e+04 5.133801574766423437e+05 6.505625145638798858e+04 3.485118226567392703e+05
2.915053062825175552e+18 3.489308895220966951e+04 4.902443787692741025e+05 4.622639895029721811e+04 2.005410327559276193e+05
3.430469286314915840e+18 2.305638450273231138e+04 4.681262469159566681e+05 3.046311492781780908e+04 1.189177337460320850e+05
4.037017258596553728e+18 1.466366731534981591e+04 4.436778773689809022e+05 1.905185431380979935e+04 7.432983640187974379e+04
4.750810162102793216e+18 9.375634708258652608e+03 4.150121321225304855e+05 1.193007218385969645e+04 4.895220757427168428e+04
5.590810182512222208e+18 6.328796070831686848e+03 3.826021959788866807e+05 7.952673097624156981e+03 3.372639085606382287e+04
6.579332246575675392e+18 4.567955108525025025e+03 3.483179471752320533e+05 5.716186426738750924e+03 2.432877708807206363e+04
7.742636826811269120e+18 3.505691808684014177e+03 3.145759143571632449e+05 4.399583822130916815e+03 1.825573944193771968e+04
9.111627561154886656e+18 2.843819423242229277e+03 2.835322933819114696e+05 3.601553463852484128e+03 1.419348327387932659e+04
1.072267222010323149e+19 2.417937097782849378e+03 2.559019910941609705e+05 3.106565823149522203e+03 1.139353384131262465e+04
1.261856883066021069e+19 2.125566143096113137e+03 2.310042560435165651e+05 2.778399765836357346e+03 9.414904944554860776e+03
1.484968262254463590e+19 1.864409753458433215e+03 2.072169878447913507e+05 2.463127189702531268e+03 7.965020512284893812e+03
1.747528400007682867e+19 1.455430808558978470e+03 1.823331156499066274e+05 1.862446344716009435e+03 6.912326148596589519e+03
